bag,output_index,record_time_ns,width,height,occupied_cells,raster_sha256,exact_replay_match,matched_attempt_index,hash_multiplicity_in_recorded,startup_or_unrecovered
sense3-1,40,1746437033536982206,534,534,277809,0be1f4941675d1c0cf22f00adb8b8a4e6c61a8f2d329a47b9598d4aa5b4b083f,1,35,1,0
sense3-1,41,1746437033964600659,534,534,277574,807fc93a5fd02346d1f1b22a3832063724c5861dcc674823f0a765c161be97f2,1,36,1,0
sense3-1,42,1746437034389882007,534,534,276874,4963708a85fda92761d24c25889039db65572249fd23682bf3ff963d1625f4f4,1,37,1,0
sense3-1,43,1746437034827955645,534,534,276872,95ab2fb2b718942919aeeca276f436d1fddb513860184618dfda84ecd3cca4ac,1,38,1,0
sense3-1,44,1746437035251637500,534,534,275221,fa09c310e79fc2d56823329769f5b87ed261d991fdaf05ad5b7052da2b91dfa8,1,39,1,0
sense3-1,45,1746437035707489709,534,534,276173,1e62ff4d71a8b881eb2ddfbe825a5b05a5d0b0f2429b787594585ab9ad2b381b,1,40,1,0
sense3-1,46,1746437036175535702,582,534,298544,87d5f168463e73ecb10565d5b0840bc3853a8b43a19663d6691ee65357511c89,1,41,1,0
sense3-1,47,1746437036608614688,534,534,275347,c1dcce160aa1edb9dc03ef0ec20a0f819d297d5ed3bb997b497190067179da68,1,42,2,0
sense3-1,48,1746437037052361258,534,534,275347,c1dcce160aa1edb9dc03ef0ec20a0f819d297d5ed3bb997b497190067179da68,1,43,2,0
sense3-1,49,1746437037487285331,534,534,275360,e4ee8f656bcc7336b6f9c9e4265005af0a5637af60d451f7e40227c9b5d230da,1,44,2,0
sense3-1,50,1746437037921982053,534,534,275360,e4ee8f656bcc7336b6f9c9e4265005af0a5637af60d451f7e40227c9b5d230da,1,45,2,0
sense3-1,51,1746437038357705520,534,534,274988,dc4bdcb68b63644e6b78ee3c4b048e981e41b0811c02d6c4b0bf6ce4ec9947bd,1,46,1,0
sense3-1,52,1746437038794126766,534,534,275548,3482fa129d4d19b0544d0a72475d7dffe07a7cc2ed52ba1cbc10da7cc51b5d62,1,47,1,0
sense3-1,53,1746437039234356861,534,551,282277,9af5783619ff569b5de15ffacee519c33b13b69b492351f8724ec55fda2cdadf,1,48,1,0
sense3-1,54,1746437039666918146,534,534,274668,c9ac0c34c68959e229205f356820d30e6bf169d983358fd3f139e1407ce954e9,1,49,1,0
sense3-1,55,1746437040115545854,534,534,273702,02657d2a52c121ffa15189a4e358fd31d71191cc3447ec199522e319e20f9e01,0,,1,1
sense3-1,56,1746437040536043685,534,534,274307,843af93c4b040f386d850e52c0855b9106d43d586d4b8bbfb01edc50c9957dac,1,51,1,0
sense3-1,57,1746437041074642971,534,534,275175,e69dc05a5bee9a919862db98c5f47c5aef37146e7efbe288e834c8274466aed6,1,52,1,0
sense3-1,58,1746437041503683220,534,534,274103,59959b900fef7737ca0f42baef16fb090acafcb75919c8134fd5d2ddd8d081cd,1,53,1,0
sense3-1,59,1746437042076233993,534,534,276277,03190b0c806bf5c5d7ecef683519d070164e1bf62b9067ac9fa9505caddc46c6,1,54,1,0
sense3-1,60,1746437042796379869,684,684,447706,1c92ac0a094ae5e3162b2540c8b1cc4d88fd2a0967de4109e54f99b52dfbeb37,1,55,2,0
sense3-1,61,1746437043473443984,684,684,447706,1c92ac0a094ae5e3162b2540c8b1cc4d88fd2a0967de4109e54f99b52dfbeb37,0,,2,1
sense3-1,62,1746437044404216113,784,784,588128,e147d5369b546b3a707246debba2bb6204eaa9715ecd143af1038b6c03c892a1,1,57,1,0
sense3-1,63,1746437044829325632,534,534,276246,c015e0bec01de4a04e5786a4a77d5f65a054bd9693eac4aa33858e73a7778b29,0,,1,1
sense3-1,64,1746437045259835627,534,534,274011,75a7944bc747cef471d35d4c86960444765d4fe49a27522e4cd28ff6a8672bf7,1,59,4,0
sense3-1,65,1746437045686659888,534,534,274011,75a7944bc747cef471d35d4c86960444765d4fe49a27522e4cd28ff6a8672bf7,1,60,4,0
sense3-1,66,1746437046125642754,534,534,274011,75a7944bc747cef471d35d4c86960444765d4fe49a27522e4cd28ff6a8672bf7,1,61,4,0
sense3-1,67,1746437046580697778,534,534,274011,75a7944bc747cef471d35d4c86960444765d4fe49a27522e4cd28ff6a8672bf7,1,62,4,0
sense3-1,68,1746437047127101219,589,619,344823,0305cc6f3af39e9f1ec79dd49bb711d98ca2edff0da9f9ee58940b01c7699422,1,63,2,0
sense3-1,69,1746437047690917767,589,619,344823,0305cc6f3af39e9f1ec79dd49bb711d98ca2edff0da9f9ee58940b01c7699422,1,64,2,0
sense3-1,70,1746437048129444262,534,534,272593,64d8199056632c7e8657ffa57017c18b90888a0e73cccc12c7f15472c9affb09,1,65,2,0
sense3-1,71,1746437048568566668,534,534,272593,64d8199056632c7e8657ffa57017c18b90888a0e73cccc12c7f15472c9affb09,1,66,2,0
sense3-1,72,1746437048992905728,534,534,272831,f83b9b3d9077c55066acc7917254c2685ca5d3620bb933330e54a05806ea989b,1,67,1,0
sense3-1,73,1746437049499573219,596,567,321428,9d7c0d9dd1ae5516e572fd1c48c7be0181d9181ce6735899245db6e031a68e8c,0,,1,1
sense3-1,74,1746437050007651258,534,599,300138,905b39b825c3424b0e01cf2b0887356ebc6b3bc356919c1350a5c8214cf2f4a7,1,69,1,0
sense3-1,75,1746437050443501983,534,534,273090,66a1ce3e8f3d227433206e08c725473c79603e038321bc45cb0db6e0b4237766,1,70,1,0
sense3-1,76,1746437050896754695,534,534,274337,39f85d33cf708681c681b14956616d5a79b25d0c4cea52cca3bf902a6822c13f,1,71,1,0
sense3-1,77,1746437051471707132,602,648,374910,9e557e7118c9d14577e5ced1518db02595a91ac26f3e2f2c2b97cefb761d0980,1,72,1,0
sense3-1,78,1746437052213893489,689,737,483646,251c28aeabe286914e09ed3f0e1f0abdc285700d186b5f09077fe0675a3cca42,1,73,1,0
sense3-1,79,1746437052655579464,534,534,273175,2c16aa755ca359905ed0514268aee4401d6763192553e613a5a682022e5f95eb,0,,1,1
sense3-1,80,1746437053092749929,534,534,274181,d1d7fd184f32ec2ad725f96b7b03322acbddfd72947624ed92cacf472b5a4fca,1,75,1,0
sense3-1,81,1746437053524764593,534,534,274184,52caa870a164a87b292edce4ded95fd3d73ff6b77f8680e8e32a856e16c42187,1,76,1,0
sense3-1,82,1746437053972156914,534,535,266836,67a29b8faead9afb3074342b5bad9d65d2cb306344b2294baa873778c9728438,1,77,1,0
sense3-1,83,1746437054408218514,534,534,274796,25fa2f31b16ed180d4a9ef8ca93d22635323e6aa2242a34796500657900ef607,1,78,1,0
sense3-1,84,1746437056081133676,534,534,269259,f6287b358852cf94ae8ae052241c361664a270e86375fdd8a99d93c1198a8992,1,82,1,0
sense3-1,85,1746437056511735187,534,534,273620,4bf5cf6b86281cffe2b611c49e62410d8c40f79250ba7be2b8ec53c35f1dd7a9,1,83,1,0
sense3-1,86,1746437057098044708,534,534,273624,9e3c861f6f8c849af15db3cdf2aa6cef6c0ce3d72c2d7845ce47192e3e9eec0b,1,84,1,0
sense3-1,87,1746437057929219715,695,808,538078,9c0171ef8ba778a7571f13e336ddcbba25b433eb764ccb11f0e0e603469dd5d3,1,85,1,0
sense3-1,88,1746437058780041562,697,817,544441,8359aa926923d9fca121c189cd0464f293a1d5baae56604860fa25d428be7a18,1,86,1,0
sense3-1,89,1746437059212235583,534,534,272775,6db46cccfdf7e57204f577eef9a71a45f734947c7cc825ccefac6c9aa05a2a62,1,87,1,0
sense3-1,90,1746437059877366190,584,759,421725,535b395ff99c7e4ed2ab03242aff50d7010343c9d96afa66f59db854bbbd33f3,1,88,1,0
sense3-1,91,1746437060580615842,622,698,406788,d9ff51b98c7a58169c8cbaa00b384e2e991741098e0efd80fe4ea6c9d8aaa99e,1,90,1,0
sense3-1,92,1746437061029394692,534,534,271005,63554f6576e400bb944790236eb080156705ab4b66979d5d35acbac8173603de,1,91,1,0
sense3-1,93,1746437061472075960,534,534,271007,df7f41fe61ad26a140aff1650579f721ca92f14423cb15991b7e6b0383193f33,1,92,1,0
sense3-1,94,1746437061923935785,534,534,272017,2900996b75f0706eea0fdc5e7f88f586af0b0c372fb3e611abd5324bd047ef3f,1,93,1,0
sense3-1,95,1746437062425656398,534,588,296732,750c75d5f6b74073ec0090d3c8425c4b855dafe4d10ba5fda4f954ff33f29a8a,1,94,1,0
sense3-1,96,1746437062982500929,601,601,336053,ae9b9714d5e4bf4a9914f87193cc8e267eb9c0ff60f4c267a51e500564c186c7,1,95,1,0
sense3-1,97,1746437063453794820,534,534,271098,98da5e4423b2791adfdb73027dd035640503e0b83d3bfc8ac9d48369ed4c247b,1,97,1,0
sense3-1,98,1746437064403528221,657,762,470604,25b492f7c69b9a1d007e9bac8c8f1a4575f3de98e946841d50742b56e464ffb2,1,98,1,0
sense3-1,99,1746437065035840076,534,771,385418,ad7d1be7f137d6f27b55088944aafda0e0bad392744b36c15e8bf228daf05477,1,99,1,0
sense3-1,100,1746437065486419983,534,534,269969,50a059193f1c28bf492de66e9bda0ecbf68483ab474c2dbf123efebf8436e311,1,100,1,0
sense3-1,101,1746437065959584525,534,534,269715,eeddf98b2a3a59bc49393343213e35601db181046a8002fab4ee9a8bd246986f,1,101,1,0
sense3-1,102,1746437066471690760,534,632,314618,efba8e76233b86819d44639593f2945213791f7ba80ea99944f4655b6a3f3067,1,102,1,0
sense3-1,103,1746437067199977828,632,754,446142,7fd3c22cd5cf4bfc61db79726d09742a3d88fcc82dedddf0a659373c8b79d5ad,1,103,1,0
sense3-1,104,1746437067720181097,569,569,299082,78910170dd45ddbe302ec413c3ef2b85e18e4d7b252c9da9dd13ac90c176caeb,1,104,1,0
sense3-1,105,1746437068226414274,563,563,291545,ece891296a28732db3d9cf8ded8bb41e4f85d3d5a554292ffa346f107087d44f,1,105,2,0
sense3-1,106,1746437068725376035,563,563,291545,ece891296a28732db3d9cf8ded8bb41e4f85d3d5a554292ffa346f107087d44f,1,106,2,0
sense3-1,107,1746437069522259736,669,772,486250,204f30ffe4a1b3f14166bebb1346a176a863fc51c8d92350ddc7980758e7edd1,1,107,1,0
sense3-2,0,1746437147696222488,823,824,669385,fe46be649e1c030d7f1b74df998a68a5073428e28ba854110ac269ea44051871,0,,4,1
sense3-2,1,1746437148665490757,823,824,669385,fe46be649e1c030d7f1b74df998a68a5073428e28ba854110ac269ea44051871,0,,4,1
sense3-2,2,1746437149123807847,569,569,316754,a2c293f1643beb275fc5195f0bd02ed38e4abad22630ca1a8a66ac0a6133c44c,0,,8,1
sense3-2,3,1746437149606229273,569,569,316754,a2c293f1643beb275fc5195f0bd02ed38e4abad22630ca1a8a66ac0a6133c44c,0,,8,1
sense3-2,4,1746437150085793579,569,569,316754,a2c293f1643beb275fc5195f0bd02ed38e4abad22630ca1a8a66ac0a6133c44c,0,,8,1
sense3-2,5,1746437150550619003,569,569,316754,a2c293f1643beb275fc5195f0bd02ed38e4abad22630ca1a8a66ac0a6133c44c,0,,8,1
sense3-2,6,1746437150966933041,534,534,279999,431c6ddb310decf41ec0b5705c33b12aa579907d67d0cb98586b82e4b1c6c417,1,0,2,0
sense3-2,7,1746437151397196113,534,534,279999,431c6ddb310decf41ec0b5705c33b12aa579907d67d0cb98586b82e4b1c6c417,1,1,2,0
sense3-2,8,1746437151868396708,569,569,316754,a2c293f1643beb275fc5195f0bd02ed38e4abad22630ca1a8a66ac0a6133c44c,1,2,8,0
sense3-2,9,1746437152356710159,569,569,316754,a2c293f1643beb275fc5195f0bd02ed38e4abad22630ca1a8a66ac0a6133c44c,1,3,8,0
sense3-2,10,1746437153348297063,823,824,669385,fe46be649e1c030d7f1b74df998a68a5073428e28ba854110ac269ea44051871,1,4,4,0
sense3-2,11,1746437154301741034,823,824,669385,fe46be649e1c030d7f1b74df998a68a5073428e28ba854110ac269ea44051871,1,5,4,0
sense3-2,12,1746437154761997920,569,569,316754,a2c293f1643beb275fc5195f0bd02ed38e4abad22630ca1a8a66ac0a6133c44c,1,6,8,0
sense3-2,13,1746437155233249212,569,569,316754,a2c293f1643beb275fc5195f0bd02ed38e4abad22630ca1a8a66ac0a6133c44c,1,7,8,0
sense3-2,14,1746437155662581268,548,534,286464,0dbc64af4945177f51072b907065aded0996991ffa90fce8f4c9d2d9d18a494b,1,8,2,0
sense3-2,15,1746437156104540250,548,534,286464,0dbc64af4945177f51072b907065aded0996991ffa90fce8f4c9d2d9d18a494b,1,9,2,0
sense3-2,16,1746437156552999942,565,534,294768,643016ae603fa9705304d87575fa477a4dd60a927262a7b8c67c7fe81901fab0,1,10,1,0
sense3-2,17,1746437156995735113,534,534,279543,72d8c340004c8d494f56c2cb6a509b7b257c1b60f9b5610336e79a860e01844d,1,11,1,0
sense3-2,18,1746437157518606577,602,602,355609,061a69ddc97994f5bc8ff69a607ccbeaa8b17786ca3f5d62ec57cc8747fb614b,1,12,1,0
sense3-2,19,1746437157931219917,534,534,280607,7b2b5f4450c7d591d74f7998096e04db556c37fd3087b28195e5733cf40de4f9,1,13,1,0
sense3-2,20,1746437158344523568,534,534,279687,2bd9858987415ef5b1899455257b48f0e0b0025869a49465aa4ee1e4cd88adbd,1,14,1,0
sense3-2,21,1746437158787327563,534,534,279653,af84f3c80ef775023088acc7b723a6d9a8c4f96ad387eb293541b8731514b86f,1,15,1,0
sense3-2,22,1746437159216195240,534,534,280466,42532dc64be0d3c8501c5c7381ec533cf1df237d792e88cf9da1c989d648615c,1,16,2,0
sense3-2,23,1746437159646173842,534,534,280466,42532dc64be0d3c8501c5c7381ec533cf1df237d792e88cf9da1c989d648615c,1,17,2,0
sense3-2,24,1746437160071502131,534,534,279466,c4fa45a034b65051f42af948a3c644d0111fd735d0d94532b5a138fb0057f710,1,18,1,0
sense3-2,25,1746437160497381772,534,534,279468,3406e0abe9476d41a7a41626b5e9f536802404ef4580d2deaf536e8c9eeecb3e,0,,1,1
sense3-2,26,1746437160922507751,534,534,274887,3c21f345eccfec3edd6efc0f385b55311ad4f0da59e07da60551ecc4979b3142,1,20,3,0
sense3-2,27,1746437161354920447,534,534,274887,3c21f345eccfec3edd6efc0f385b55311ad4f0da59e07da60551ecc4979b3142,1,21,3,0
sense3-2,28,1746437161779126636,534,534,274887,3c21f345eccfec3edd6efc0f385b55311ad4f0da59e07da60551ecc4979b3142,1,22,3,0
sense3-2,29,1746437162208137200,534,534,274886,64db5b0586014c7f2873018a3238d3330347506f4e4edd784dd2cdb0ca3863cd,1,23,2,0
sense3-2,30,1746437162627506017,534,534,274886,64db5b0586014c7f2873018a3238d3330347506f4e4edd784dd2cdb0ca3863cd,1,24,2,0
sense3-2,31,1746437163070289311,534,534,274886,e0e6b6057e2174fc3b0c61446bbc375e3a2c51a1b92afc6568f096bf90889945,1,25,1,0
sense3-2,32,1746437163497579112,534,534,275047,8ef7b0d1cb4919505118e66c1bd3027d7c9607c38bdb712c7957b41e39bece24,1,26,2,0
sense3-2,33,1746437163918801833,534,534,275047,8ef7b0d1cb4919505118e66c1bd3027d7c9607c38bdb712c7957b41e39bece24,1,27,2,0
sense3-2,34,1746437164335279242,534,534,275115,0f50431703994cc387ea9a5a453375a01e6f582e7cbcdb9e514a4cc208317702,1,28,2,0
sense3-2,35,1746437164751508162,534,534,275115,0f50431703994cc387ea9a5a453375a01e6f582e7cbcdb9e514a4cc208317702,1,29,2,0
sense3-2,36,1746437165177798323,534,534,274657,26d3b2963302ef136e41b49703558ba0c8908287f23ffd2d1bc02ea1980807af,1,30,1,0
sense3-2,37,1746437165611058502,534,534,274658,a947a0bee3524607a38b8f77298b64ab1c0a2a8625f0104068038f87f76f79d7,1,31,1,0
sense3-2,38,1746437166048450044,534,534,274247,366e3a43df6b093daf0987f1dd90e76f2d157a13913d43deeaf24443ec8ab250,1,32,2,0
sense3-2,39,1746437166477571756,534,534,274247,366e3a43df6b093daf0987f1dd90e76f2d157a13913d43deeaf24443ec8ab250,1,33,2,0
sense3-2,40,1746437166906508341,534,534,274005,84430f0c57c6109336ad1e2af89e5529a7b12d6a5fdf406b0076ad71453644dd,1,34,1,0
sense3-2,41,1746437167330555077,534,534,274700,4897f770f12ede750778fa6e01933bc3bcf105025aa818e49621dd841078c6aa,1,35,1,0
sense3-2,42,1746437167750337372,534,534,275562,d88829666606a62b8a1d1a5e7ab9ad27ed8808b404aead2e0cf7adf4ac68a24d,1,36,1,0
sense3-2,43,1746437168265444692,602,578,333778,d1874505f3a145db269f008db7a6cc03d51468ce1fe14c11d475589d7ec5a630,1,37,1,0
sense3-2,44,1746437168682911053,534,534,275453,4f13bc2cda88ae81e05acf55082cc91c065297995ab813b051771ece407ddb6a,1,38,2,0
sense3-2,45,1746437169110019726,534,534,275453,4f13bc2cda88ae81e05acf55082cc91c065297995ab813b051771ece407ddb6a,1,39,2,0
sense3-2,46,1746437169534977762,534,534,277551,e4c5299a621730de70f71f4fdf7af123ce2436f48ac47dc6ada4e9a85506d454,1,40,6,0
sense3-2,47,1746437170098483561,534,534,277551,e4c5299a621730de70f71f4fdf7af123ce2436f48ac47dc6ada4e9a85506d454,1,41,6,0
sense3-2,48,1746437170532173935,534,534,277551,e4c5299a621730de70f71f4fdf7af123ce2436f48ac47dc6ada4e9a85506d454,1,42,6,0
sense3-2,49,1746437171098482775,534,534,277551,e4c5299a621730de70f71f4fdf7af123ce2436f48ac47dc6ada4e9a85506d454,1,43,6,0
sense3-2,50,1746437171530137398,534,534,277551,e4c5299a621730de70f71f4fdf7af123ce2436f48ac47dc6ada4e9a85506d454,1,44,6,0
sense3-2,51,1746437172077116344,534,534,277551,e4c5299a621730de70f71f4fdf7af123ce2436f48ac47dc6ada4e9a85506d454,1,45,6,0
sense3-2,52,1746437172491424986,534,534,276465,a884cb902db07b3dbe99986cff817f5db84ca3b209f83c0487fab960831ea605,1,46,2,0
sense3-2,53,1746437173078308586,534,534,276465,a884cb902db07b3dbe99986cff817f5db84ca3b209f83c0487fab960831ea605,1,47,2,0
sense3-2,54,1746437173510903644,534,534,275721,eb33972e9fe105cb456b1668714f84f1a32ded3fd5975471ef9353f7af78a59d,1,48,2,0
sense3-2,55,1746437174209497196,534,534,275721,eb33972e9fe105cb456b1668714f84f1a32ded3fd5975471ef9353f7af78a59d,1,49,2,0
sense3-2,56,1746437174662016793,534,534,276637,998c04d3b0b7d12fc466d55c908426dd7cb9bc13ecc9d13b033fc4b67c4540e7,1,50,1,0
sense3-2,57,1746437175102168248,534,534,276636,75fbf9656fb0f6c96cd3bab9f70116abb12853d8be131538bf92e9b6957aa056,1,51,1,0
sense3-2,58,1746437175520001933,534,534,276163,07b95c0da5f7f30531fb492919f6fa2c457584e8df3d36f0a7aed8380185d29e,1,52,2,0
sense3-2,59,1746437176101655466,534,534,276163,07b95c0da5f7f30531fb492919f6fa2c457584e8df3d36f0a7aed8380185d29e,1,53,2,0
sense3-2,60,1746437176552154181,534,534,276238,77dd018e95cf54dd4ca500735c6c936e0ffa15f2247266c85969b11c8461380e,1,54,1,0
sense3-2,61,1746437177113128473,534,534,276239,b44df71649750f8136ddb1a20dbe73554e67841638eefa4b8a69684530bd095b,1,55,1,0
sense3-2,62,1746437177543193353,534,534,275925,43362306efc4a91bdfc53b167f2d26969be3487e46ef19b095c8ad2bc657abde,1,56,1,0
sense3-2,63,1746437178087340488,534,534,275928,3b94a20a80d12c6997bd600b14cfea0ec78fb775b7d4b51a13a870660d3f0422,1,57,2,0
sense3-2,64,1746437178531788046,534,534,275928,3b94a20a80d12c6997bd600b14cfea0ec78fb775b7d4b51a13a870660d3f0422,1,58,2,0
sense3-2,65,1746437179077219475,534,534,272891,08d01c0a2ab752a5aad201df27755755766c470128de84b069f56434860668f3,1,59,1,0
sense3-2,66,1746437179519295061,534,534,275842,1e4bf5021b40301b41ee524688f56ee610734bc2a1182f78110bb00140eb8174,1,60,1,0
sense3-2,67,1746437180156705722,534,591,301916,5850802963ab63852f48ef1b034523a097b0d0c1cf29beecd1ddced51ac2d871,1,61,1,0
sense3-2,68,1746437180642393086,534,593,302206,30ccd1f2142b06f7a182fb4d5db0b224d418303e603192d6672a14dcb30c1936,1,62,1,0
sense3-2,69,1746437181098298396,534,534,275170,2534f2b4b77ee923e64c6a4c4cb06a6c1abc040d17cd778b3530562d83588f67,1,63,1,0
sense3-2,70,1746437181541531638,534,534,275618,656f01222b965b04c91192a5587402fb361bddc2f94e5a072236c8fb33d3fd74,1,64,1,0
sense3-2,71,1746437182108942113,534,534,275616,c4952dd0b7b721bb30ee55a5213d3dcac0c450a03b1f5f2f6b68e16af1e637a2,1,65,1,0
sense3-2,72,1746437182550021932,534,534,275764,04b6765d028ad0ee80499b62b83b24a67f9dea865c986af828a351aa0e79da90,1,66,1,0
sense3-2,73,1746437183122691963,534,534,275764,79d72da30dc4233cbd2cd5f0321a4e3630be40e4ee2e6dbe1fb312d210cc9bbe,1,67,1,0
sense3-2,74,1746437183562271512,534,534,275669,8ee8ab393dfb28129ff60f2d00e36c1ef6398ad39a670b9fead76d61b05fbefb,1,68,1,0
sense3-2,75,1746437184097935467,534,534,275668,90e4c0cd0b05e90cc83890e4854f0a787b3d2b90a832ebd5add6f1d4b18eae58,1,69,1,0
sense3-2,76,1746437184544202963,534,534,275459,b32092c967df4105553010b59f5e7dd6a7f858b80ef778f6e005b0902d8b1a66,1,70,2,0
sense3-2,77,1746437185102750158,534,534,275459,b32092c967df4105553010b59f5e7dd6a7f858b80ef778f6e005b0902d8b1a66,1,71,2,0
sense3-2,78,1746437185538884663,534,534,275087,e994e4cd926a198db76834575ba856e9ffd3b6ee64d8fea0b59113356c64ee3d,1,72,2,0
sense3-2,79,1746437186096516718,534,534,275087,e994e4cd926a198db76834575ba856e9ffd3b6ee64d8fea0b59113356c64ee3d,1,73,2,0
sense3-2,80,1746437186541614996,534,534,275125,47ff81ea7042be7922ac02a1de82881e46afd178fb2378b8c83632fa36208131,1,74,1,0
sense3-2,81,1746437187096592308,534,534,275126,36443efcf358efac59d7d5482f4c2390914a42353af45afcc2743d927d4df46c,1,75,1,0
sense3-2,82,1746437187533454589,534,534,275388,f72a7ae5153395a4fbaf0dd5a2be96c885574298a42d93e9e44f12ca8f7f1a63,1,76,2,0
sense3-2,83,1746437188097542776,534,534,275388,f72a7ae5153395a4fbaf0dd5a2be96c885574298a42d93e9e44f12ca8f7f1a63,1,77,2,0
sense3-2,84,1746437188537398885,534,534,275067,64e0e60b9221251cab1fd40e8b53ffc115a18626ee3b688feaa199aca29ee1c8,1,78,1,0
sense3-2,85,1746437189189995278,534,534,275267,b930500b2bc656a9dc328ab103dfdd1385e2257da3b14d499b777ebc6a755b09,1,79,5,0
sense3-2,86,1746437189629290472,534,534,275267,b930500b2bc656a9dc328ab103dfdd1385e2257da3b14d499b777ebc6a755b09,1,80,5,0
sense3-2,87,1746437190124685588,534,534,275267,b930500b2bc656a9dc328ab103dfdd1385e2257da3b14d499b777ebc6a755b09,1,81,5,0
sense3-2,88,1746437190553811651,534,534,275267,b930500b2bc656a9dc328ab103dfdd1385e2257da3b14d499b777ebc6a755b09,1,82,5,0
sense3-2,89,1746437191115104465,534,534,275267,b930500b2bc656a9dc328ab103dfdd1385e2257da3b14d499b777ebc6a755b09,1,83,5,0
sense3-2,90,1746437191546300987,534,534,275347,ed815938cda9e95c41fd82c4ba55468fc8c4f760e041bd2846b9015db8ef6156,1,84,2,0
sense3-2,91,1746437192681669567,738,914,646346,b01798b9ec8fcb016935eecfb3072b9accf14125e7031c6a4a78fca51c9b3fdb,1,85,1,0
sense3-2,92,1746437193104735081,534,534,275347,ed815938cda9e95c41fd82c4ba55468fc8c4f760e041bd2846b9015db8ef6156,0,,2,1
sense3-2,93,1746437193543224558,534,534,274769,064c9c47bdc5682e95c0fa23d48acac8537d98f8ee4a14f7eb4f423fe46c4da7,1,87,1,0
sense3-2,94,1746437193968209056,534,534,274950,794d57ead5f000ae7b99b3e22607d847883fdf4ad1f7b28b7b445a8880865431,1,88,2,0
sense3-2,95,1746437194391294565,534,534,274950,794d57ead5f000ae7b99b3e22607d847883fdf4ad1f7b28b7b445a8880865431,1,89,2,0
sense3-2,96,1746437194821806685,534,534,273019,3368569d007bb030dbfd7507902754210c30cb8d38395a2f0e88090e56591e77,1,90,2,0
sense3-2,97,1746437195265357864,534,534,273019,3368569d007bb030dbfd7507902754210c30cb8d38395a2f0e88090e56591e77,1,91,2,0
sense3-2,98,1746437195712949092,534,534,272765,278f03e8514a0ab15760be44a16ef2ce78b7c81a23656592c3719a634292862b,1,92,2,0
sense3-2,99,1746437196170414610,534,534,272765,278f03e8514a0ab15760be44a16ef2ce78b7c81a23656592c3719a634292862b,1,93,2,0
sense3-2,100,1746437196622640122,534,534,272401,ee1481af4155d489488d723db0a561d350437d8be1f68a7c41fc32b5a4a60e2a,1,94,1,0
sense3-2,101,1746437197311240929,643,631,382411,0ac8cce56fa202aa60a2f1ca4a41b0175296996f80bf4113cdf0589479a9fcd4,1,95,1,0
sense3-2,102,1746437197765737670,534,534,272577,4a54fd09ce43166a830721567f389275399dafbc121b61c6dce1cda5e83a8f29,1,96,2,0
sense3-2,103,1746437198210595925,534,534,272577,4a54fd09ce43166a830721567f389275399dafbc121b61c6dce1cda5e83a8f29,1,97,2,0
sense3-2,104,1746437198657513315,534,534,272087,bfd0bc5d17c0f459972bbb78ec02ca437818140ba8cd2fcafd9a04b103586847,1,98,2,0
sense3-2,105,1746437199106694578,534,534,272087,bfd0bc5d17c0f459972bbb78ec02ca437818140ba8cd2fcafd9a04b103586847,1,99,2,0
sense3-2,106,1746437199776145317,658,669,417519,71857c86d5191580799746154110eb0d575582e27a63d50f764460a5f4d53e3c,1,100,1,0
sense3-2,107,1746437200198492108,534,534,271236,ec7ac0f81ee4dbf3451673f87c78748f4edc00f66d309fef3987773eb0e6e04c,1,101,1,0
sense3-2,108,1746437200638914635,534,534,271422,3a4c3cc5aad118a44826334ee2d20d678eb151973b1e5bc985daa7bdf977739d,1,102,2,0
sense3-2,109,1746437201194472986,534,534,271422,3a4c3cc5aad118a44826334ee2d20d678eb151973b1e5bc985daa7bdf977739d,1,103,2,0
sense3-2,110,1746437201627680667,534,534,271142,1a30222d6f1ed5028d54a7897a6d703d11fb7938d8baca1d3c8a85e5fa82d258,1,104,2,0
sense3-2,111,1746437202097701579,534,534,271142,1a30222d6f1ed5028d54a7897a6d703d11fb7938d8baca1d3c8a85e5fa82d258,1,105,2,0
sense3-2,112,1746437202769240476,635,688,416279,9f49cb1731f22ad0cb024ddca47632cb5ae75e1ee61ef0f8acc07927fbeebcf4,1,106,1,0
sense3-2,113,1746437203416094048,635,693,418955,0a445a137785f9689927c96e048df6f096d14032ef0d69a70669f3b0a3128531,1,107,1,0
sense3-2,114,1746437203858086753,534,534,273378,a8241585667ec09b148d154a2e34239c6899eef530cf2c71ff157a0689f5e4b3,1,108,2,0
sense3-2,115,1746437204285337873,534,534,273378,a8241585667ec09b148d154a2e34239c6899eef530cf2c71ff157a0689f5e4b3,1,109,2,0
sense4-1,0,1746445814482270479,1006,1006,999945,6d20ad8e0b995da4f61d2103ca9f9d4a5240816b46e7e637cdf64861139e592e,1,1,8,0
sense4-1,1,1746445815871062558,1006,1006,999945,6d20ad8e0b995da4f61d2103ca9f9d4a5240816b46e7e637cdf64861139e592e,1,2,8,0
sense4-1,2,1746445817276064824,1006,1006,999945,6d20ad8e0b995da4f61d2103ca9f9d4a5240816b46e7e637cdf64861139e592e,1,3,8,0
sense4-1,3,1746445818699375464,1006,1006,999945,6d20ad8e0b995da4f61d2103ca9f9d4a5240816b46e7e637cdf64861139e592e,1,4,8,0
sense4-1,4,1746445820104588198,1006,1006,999945,6d20ad8e0b995da4f61d2103ca9f9d4a5240816b46e7e637cdf64861139e592e,1,5,8,0
